Questionnaire,Year Reported to CDP,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Response Answer,Comments,File Name,Last update,hazard
Cities 2020,2020,35268,City of Boston,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,60229,Municipality of Arendal,Norway,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Heavy snow,NA,NA,09/07/2020 09:45:36 AM, Heavy snow
Cities 2020,2020,31155,City of Buenos Aires,Argentina,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,60588,City of Alba-Iulia,Romania,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,50392,Prefeitura de Vitória,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,60273,Prefeitura de Extrema,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,55799,"Arlington, VA",United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,50665,Município de Ovar,Portugal,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Chemical change > Ocean acidification,NA,NA,09/07/2020 09:45:36 AM, Ocean acidification
Cities 2020,2020,35858,City of Cape Town,South Africa,Africa,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,60258,Prefeitura de Brusque,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,43934,City of Perth,Australia,Southeast Asia and Oceania,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,54402,City of Lahti,Finland,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Tornado,NA,NA,09/07/2020 09:45:36 AM, Tornado
