Questionnaire,Year Reported to CDP,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Response Answer,Comments,File Name,Last update,action
Cities 2020,2020,60410,Municipalidad de Peñalolén,Chile,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,50384,Prefeitura de Florianópolis,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,31115,City of Johannesburg,South Africa,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,35475,City of Calgary,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,848476,Municipalidad de Cañas,Costa Rica,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,832610,"Orange County, NC",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,826396,Munícipio de Sintra,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,31148,City of Amsterdam,Netherlands,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,49334,"City of Richmond, VA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Cyclone (Hurricane / Typhoon),NA,NA,09/07/2020 09:45:36 AM, Cyclone (Hurricane / Typhoon)
Cities 2020,2020,37261,City of Pietermaritzburg,South Africa,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,53959,"City of Fayetteville, AR",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,36044,Seferihisar Municipality,Turkey,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Hail,NA,NA,09/07/2020 09:45:36 AM, Hail
Cities 2020,2020,69995,Kemi,Finland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,831999,Concejo Municipal de Distrito de Monte Verde,Costa Rica,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,31111,Tokyo Metropolitan Government,Japan,East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,35449,Stadt Zürich,Switzerland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,50551,City of Long Beach,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,60379,Alcaldía de Tunja,Colombia,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,35862,City of Detroit,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,839673,Municipalidad Distrital de Jesús María,Peru,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,68296,Hobsons Bay City Council,Australia,Southeast Asia and Oceania,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Permanent inundation,NA,NA,09/07/2020 09:45:36 AM, Permanent inundation
Cities 2020,2020,31111,Tokyo Metropolitan Government,Japan,East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,58513,City of Medford,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme cold days,NA,NA,09/07/2020 09:45:36 AM, Extreme cold days
Cities 2020,2020,59644,"City of Culver City, CA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,36152,Tallinn City Council,Estonia,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,3429,City of Stockholm,Sweden,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
